,id,types,formattedAddress,rating,userRatingCount,regularOpeningHours.openNow,regularOpeningHours.periods,regularOpeningHours.weekdayDescriptions,displayName.text,displayName.languageCode,priceLevel
0,ChIJOSTLv4OrNTERXeSbpr9z9dc,"['book_store', 'food', 'point_of_interest', 'store', 'establishment']","828 Ng. 850 Đ. Láng, Láng Thượng, Đống Đa, Hà Nội, Vietnam",4.0,613.0,True,"[{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 22, 'minute': 0}}, {'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 22, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 22, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}]","['Monday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200910:00\u202fPM']",Nhà sách Tiến Thọ,vi,
1,ChIJt6C5cV6rNTERZz1OxZt4b_E,"['book_store', 'point_of_interest', 'store', 'establishment']","756 Đ. Láng, Trung Hoà, Cầu Giấy, Hà Nội, Vietnam",2.4,34.0,True,"[{'open': {'day': 0, 'hour': 7, 'minute': 30}, 'close': {'day': 0, 'hour': 21, 'minute': 30}}, {'open': {'day': 1, 'hour': 7, 'minute': 30}, 'close': {'day': 1, 'hour': 21, 'minute': 30}}, {'open': {'day': 2, 'hour': 7, 'minute': 30}, 'close': {'day': 2, 'hour': 21, 'minute': 30}}, {'open': {'day': 3, 'hour': 7, 'minute': 30}, 'close': {'day': 3, 'hour': 21, 'minute': 30}}, {'open': {'day': 4, 'hour': 7, 'minute': 30}, 'close': {'day': 4, 'hour': 21, 'minute': 30}}, {'open': {'day': 5, 'hour': 7, 'minute': 30}, 'close': {'day': 5, 'hour': 21, 'minute': 30}}, {'open': {'day': 6, 'hour': 7, 'minute': 30}, 'close': {'day': 6, 'hour': 21, 'minute': 30}}]","['Monday: 7:30\u202fAM\u2009–\u20099:30\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20099:30\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20099:30\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20099:30\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 7:30\u202fAM\u2009–\u20099:30\u202fPM']",Nhà Sách Xuân Thịnh,vi,
2,ChIJ3XQEdF6rNTERRV901KLLf-M,"['book_store', 'point_of_interest', 'store', 'establishment']","12, 718 Đ. Láng, Láng Thượng, Đống Đa, Hà Nội, Vietnam",,,,,,Nhà Sách Thanh Tuyền,vi,
3,ChIJ2SNHs0SrNTERfAyQL1Fjp9s,"['book_store', 'point_of_interest', 'store', 'establishment']","1068 Đ. Láng, Yên Hoà, Đống Đa, Hà Nội, Vietnam",4.3,15.0,True,"[{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 22, 'minute': 0}}, {'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 22, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 22, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 22, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 22, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 22, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 22, 'minute': 0}}]","['Monday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200910:00\u202fPM']",Nhà Sách Mạnh Trưởng,vi,
4,ChIJ_yJeY2CrNTERRJPZgRsF4hU,"['book_store', 'point_of_interest', 'store', 'establishment']","612 Đ. Láng, Láng Hạ, Đống Đa, Hà Nội, Vietnam",4.3,19.0,True,"[{'open': {'day': 0, 'hour': 8, 'minute': 0}, 'close': {'day': 0, 'hour': 21, 'minute': 30}}, {'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 21, 'minute': 30}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 21, 'minute': 30}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 21, 'minute': 30}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 21, 'minute': 30}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 21, 'minute': 30}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 21, 'minute': 30}}]","['Monday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20099:30\u202fPM']",Nhà Sách Minh Trường,vi,
5,ChIJc8mi7J2sNTERdkV0LpRvFZo,"['point_of_interest', 'store', 'establishment']","474 Đ. Láng, Trung Hoà, Đống Đa, Hà Nội, Vietnam",5.0,1.0,,,,Tiệm Sách Cũ Minh Huy,vi,
6,ChIJFfV8tkSrNTERRoC0d18JgWQ,"['book_store', 'point_of_interest', 'store', 'establishment']","1092 Đ. Láng, Yên Hoà, Đống Đa, Hà Nội, Vietnam",5.0,1.0,,,,Nhà Sách Đức Quân,vi,
7,ChIJ2V28BwGtNTERrcRxZZ4EwNY,"['book_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']","1130 Đ. Láng, Yên Hoà, Đống Đa, Hà Nội 100000, Vietnam",4.5,27.0,True,"[{'open': {'day': 0, 'hour': 0, 'minute': 0}}]","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",Cửa hàng thu mua sách cũ Hà Nội,vi,
8,ChIJkUChwJSrNTERbkfUXdtveXQ,"['book_store', 'point_of_interest', 'store', 'establishment']","1130 Đ. Láng, Yên Hoà, Đống Đa, Hà Nội, Vietnam",4.5,2.0,True,"[{'open': {'day': 0, 'hour': 9, 'minute': 0}, 'close': {'day': 0, 'hour': 21, 'minute': 0}}, {'open': {'day': 1, 'hour': 9, 'minute': 0}, 'close': {'day': 1, 'hour': 21, 'minute': 0}}, {'open': {'day': 2, 'hour': 9, 'minute': 0}, 'close': {'day': 2, 'hour': 21, 'minute': 0}}, {'open': {'day': 3, 'hour': 9, 'minute': 0}, 'close': {'day': 3, 'hour': 21, 'minute': 0}}, {'open': {'day': 4, 'hour': 9, 'minute': 0}, 'close': {'day': 4, 'hour': 21, 'minute': 0}}, {'open': {'day': 5, 'hour': 9, 'minute': 0}, 'close': {'day': 5, 'hour': 21, 'minute': 0}}, {'open': {'day': 6, 'hour': 9, 'minute': 0}, 'close': {'day': 6, 'hour': 21, 'minute': 0}}]","['Monday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20099:00\u202fPM']",Nhà Sách Đại Việt,vi,
9,ChIJ05iK1F2rNTERMILWSGSIWaI,"['book_store', 'point_of_interest', 'store', 'establishment']","808 Đ. Láng, Trung Hoà, Đống Đa, Hà Nội, Vietnam",3.8,49.0,True,"[{'open': {'day': 1, 'hour': 8, 'minute': 0}, 'close': {'day': 1, 'hour': 17, 'minute': 30}}, {'open': {'day': 2, 'hour': 8, 'minute': 0}, 'close': {'day': 2, 'hour': 17, 'minute': 30}}, {'open': {'day': 3, 'hour': 8, 'minute': 0}, 'close': {'day': 3, 'hour': 17, 'minute': 30}}, {'open': {'day': 4, 'hour': 8, 'minute': 0}, 'close': {'day': 4, 'hour': 17, 'minute': 30}}, {'open': {'day': 5, 'hour': 8, 'minute': 0}, 'close': {'day': 5, 'hour': 17, 'minute': 30}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 17, 'minute': 30}}]","['Monday: 8:00\u202fAM\u2009–\u20095:30\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20095:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20095:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20095:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20095:30\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20095:30\u202fPM', 'Sunday: Closed']",Bookstore Minh Thang,en,
10,ChIJCcvbT1yrNTERw7ZBMp8DfG0,"['book_store', 'point_of_interest', 'store', 'establishment']","876 Đ. Láng, Yên Hoà, Đống Đa, Hà Nội, Vietnam",,,,,,Nhà Sách Minh Ngọc,vi,
11,ChIJN9v83sqrNTERwgyyysR0ay8,"['book_store', 'point_of_interest', 'store', 'establishment']","676 Đ. Láng, Trung Hoà, Đống Đa, Hà Nội 100000, Vietnam",4.2,273.0,True,"[{'open': {'day': 0, 'hour': 0, 'minute': 0}, 'close': {'day': 1, 'hour': 0, 'minute': 0}}, {'open': {'day': 1, 'hour': 8, 'minute': 30}, 'close': {'day': 1, 'hour': 19, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 30}, 'close': {'day': 2, 'hour': 19, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 30}, 'close': {'day': 3, 'hour': 19, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 30}, 'close': {'day': 4, 'hour': 19, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 30}, 'close': {'day': 5, 'hour': 19, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 0}, 'close': {'day': 6, 'hour': 18, 'minute': 0}}]","['Monday: 8:30\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: Open 24 hours']",Sách xưa và nay,vi,
12,ChIJo4XiTlyrNTERj49n4tScqBE,"['book_store', 'point_of_interest', 'store', 'establishment']","868 Đ. Láng, Láng Thượng, Đống Đa, Hà Nội, Vietnam",5.0,3.0,True,"[{'open': {'day': 0, 'hour': 7, 'minute': 30}, 'close': {'day': 0, 'hour': 21, 'minute': 30}}, {'open': {'day': 1, 'hour': 7, 'minute': 0}, 'close': {'day': 1, 'hour': 21, 'minute': 0}}, {'open': {'day': 2, 'hour': 7, 'minute': 0}, 'close': {'day': 2, 'hour': 21, 'minute': 0}}, {'open': {'day': 3, 'hour': 7, 'minute': 0}, 'close': {'day': 3, 'hour': 21, 'minute': 0}}, {'open': {'day': 4, 'hour': 7, 'minute': 0}, 'close': {'day': 4, 'hour': 21, 'minute': 0}}, {'open': {'day': 5, 'hour': 7, 'minute': 0}, 'close': {'day': 5, 'hour': 21, 'minute': 0}}, {'open': {'day': 6, 'hour': 7, 'minute': 0}, 'close': {'day': 6, 'hour': 21, 'minute': 0}}]","['Monday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 7:30\u202fAM\u2009–\u20099:30\u202fPM']",Nhà Sách Dân Hiền,vi,
13,ChIJ20IsaNirNTER0BRYgJCHkhA,"['book_store', 'point_of_interest', 'store', 'establishment']","600 Đ. Láng, Láng Hạ, Đống Đa, Hà Nội, Vietnam",,,,,,Nhà Sách Quang Tuấn,vi,
14,ChIJr79RoFyrNTERBjNsqdRqNRE,"['book_store', 'point_of_interest', 'store', 'establishment']","986 Đ. Láng, Yên Hoà, Đống Đa, Hà Nội, Vietnam",,,True,"[{'open': {'day': 0, 'hour': 7, 'minute': 30}, 'close': {'day': 0, 'hour': 21, 'minute': 30}}, {'open': {'day': 1, 'hour': 7, 'minute': 30}, 'close': {'day': 1, 'hour': 21, 'minute': 30}}, {'open': {'day': 2, 'hour': 7, 'minute': 30}, 'close': {'day': 2, 'hour': 21, 'minute': 30}}, {'open': {'day': 3, 'hour': 7, 'minute': 30}, 'close': {'day': 3, 'hour': 21, 'minute': 30}}, {'open': {'day': 4, 'hour': 7, 'minute': 30}, 'close': {'day': 4, 'hour': 21, 'minute': 30}}, {'open': {'day': 5, 'hour': 7, 'minute': 30}, 'close': {'day': 5, 'hour': 21, 'minute': 30}}, {'open': {'day': 6, 'hour': 7, 'minute': 30}, 'close': {'day': 6, 'hour': 21, 'minute': 30}}]","['Monday: 7:30\u202fAM\u2009–\u20099:30\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20099:30\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20099:30\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20099:30\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 7:30\u202fAM\u2009–\u20099:30\u202fPM']",Nhà Sách Thiệu Hải,vi,
15,ChIJNXtpcV6rNTERy63xEyCsjKQ,"['book_store', 'point_of_interest', 'store', 'establishment']","760 Đ. Láng, Trung Hoà, Đống Đa, Hà Nội, Vietnam",2.8,4.0,,,,Sách cũ Hải Bình,vi,
16,ChIJ0Wkj_dKtNTER2fJbr7XydJA,"['barber_shop', 'hair_care', 'health', 'point_of_interest', 'establishment']","660 Đ. Láng, Láng Hạ, Đống Đa, Hà Nội, Vietnam",4.8,77.0,True,"[{'open': {'day': 0, 'hour': 8, 'minute': 45}, 'close': {'day': 0, 'hour': 20, 'minute': 0}}, {'open': {'day': 1, 'hour': 8, 'minute': 45}, 'close': {'day': 1, 'hour': 20, 'minute': 0}}, {'open': {'day': 2, 'hour': 8, 'minute': 45}, 'close': {'day': 2, 'hour': 20, 'minute': 0}}, {'open': {'day': 3, 'hour': 8, 'minute': 45}, 'close': {'day': 3, 'hour': 20, 'minute': 0}}, {'open': {'day': 4, 'hour': 8, 'minute': 45}, 'close': {'day': 4, 'hour': 20, 'minute': 0}}, {'open': {'day': 5, 'hour': 8, 'minute': 45}, 'close': {'day': 5, 'hour': 20, 'minute': 0}}, {'open': {'day': 6, 'hour': 8, 'minute': 45}, 'close': {'day': 6, 'hour': 20, 'minute': 0}}]","['Monday: 8:45\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:45\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:45\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:45\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:45\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:45\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 8:45\u202fAM\u2009–\u20098:00\u202fPM']",PI NGUYEN Barbershop 2,vi,
17,ChIJqzombF6rNTERznEPhMfxDEo,"['barber_shop', 'hair_salon', 'hair_care', 'health', 'point_of_interest', 'establishment']","702 Đ. Láng, Láng Thượng, Đống Đa, Hà Nội 100000, Vietnam",4.3,803.0,True,"[{'open': {'day': 0, 'hour': 8, 'minute': 30}, 'close': {'day': 0, 'hour': 20, 'minute': 30}}, {'open': {'day': 1, 'hour': 8, 'minute': 30}, 'close': {'day': 1, 'hour': 20, 'minute': 30}}, {'open': {'day': 2, 'hour': 8, 'minute': 30}, 'close': {'day': 2, 'hour': 20, 'minute': 30}}, {'open': {'day': 3, 'hour': 8, 'minute': 30}, 'close': {'day': 3, 'hour': 20, 'minute': 30}}, {'open': {'day': 4, 'hour': 8, 'minute': 30}, 'close': {'day': 4, 'hour': 20, 'minute': 30}}, {'open': {'day': 5, 'hour': 8, 'minute': 30}, 'close': {'day': 5, 'hour': 20, 'minute': 30}}, {'open': {'day': 6, 'hour': 8, 'minute': 30}, 'close': {'day': 6, 'hour': 20, 'minute': 30}}]","['Monday: 8:30\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20098:30\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20098:30\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20098:30\u202fPM', 'Sunday: 8:30\u202fAM\u2009–\u20098:30\u202fPM']",30Shine 702 Đường Láng,en,
18,ChIJqax5RmurNTER7BihWOE6GbA,"['barber_shop', 'hair_care', 'health', 'point_of_interest', 'establishment']","1174 Đ. Láng, Láng Thượng, Đống Đa, Hà Nội, Vietnam",4.0,343.0,True,"[{'open': {'day': 0, 'hour': 9, 'minute': 0}, 'close': {'day': 0, 'hour': 19, 'minute': 30}}, {'open': {'day': 1, 'hour': 9, 'minute': 0}, 'close': {'day': 1, 'hour': 19, 'minute': 30}}, {'open': {'day': 2, 'hour': 9, 'minute': 0}, 'close': {'day': 2, 'hour': 19, 'minute': 30}}, {'open': {'day': 3, 'hour': 9, 'minute': 0}, 'close': {'day': 3, 'hour': 19, 'minute': 30}}, {'open': {'day': 4, 'hour': 9, 'minute': 0}, 'close': {'day': 4, 'hour': 19, 'minute': 30}}, {'open': {'day': 5, 'hour': 9, 'minute': 0}, 'close': {'day': 5, 'hour': 19, 'minute': 30}}, {'open': {'day': 6, 'hour': 9, 'minute': 0}, 'close': {'day': 6, 'hour': 19, 'minute': 30}}]","['Monday: 9:00\u202fAM\u2009–\u20097:30\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20097:30\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20097:30\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20097:30\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20097:30\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20097:30\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20097:30\u202fPM']",Tiệm Cắt Tóc Phong BvB,en,
19,ChIJEx5ie-2tNTERjbRaAXmCEpE,"['hair_salon', 'hair_care', 'point_of_interest', 'establishment']","356 Đ. Láng, Nhân Chính, Đống Đa, Hà Nội, Vietnam",4.7,3.0,True,"[{'open': {'day': 0, 'hour': 9, 'minute': 0}, 'close': {'day': 0, 'hour': 20, 'minute': 0}}, {'open': {'day': 1, 'hour': 9, 'minute': 0}, 'close': {'day': 1, 'hour': 20, 'minute': 0}}, {'open': {'day': 2, 'hour': 9, 'minute': 0}, 'close': {'day': 2, 'hour': 20, 'minute': 0}}, {'open': {'day': 3, 'hour': 9, 'minute': 0}, 'close': {'day': 3, 'hour': 20, 'minute': 0}}, {'open': {'day': 4, 'hour': 9, 'minute': 0}, 'close': {'day': 4, 'hour': 20, 'minute': 0}}, {'open': {'day': 5, 'hour': 9, 'minute': 0}, 'close': {'day': 5, 'hour': 20, 'minute': 0}}, {'open': {'day': 6, 'hour': 9, 'minute': 0}, 'close': {'day': 6, 'hour': 20, 'minute': 0}}]","['Monday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20098:00\u202fPM']",Cắt Tóc Nam Fast Barber Shop,vi,
20,ChIJ0X3HvEOrNTERLeo7OlB3dbY,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","78 Đ. Láng, Láng Thượng, Đống Đa, Hà Nội, Vietnam",,,,,,Nhà Thuốc Thành Trung,vi,
21,ChIJsxnHsV2rNTERyLLJ012poZo,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","30 Ngách 3 Ng. 850 Đ. Láng, Láng Thượng, Đống Đa, Hà Nội, Vietnam",,,,,,Nhà Thuốc Tùng Lâm,vi,
22,ChIJgdsmqJarNTERNQERgjOT85c,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","159 Ng. 1194 Đ. Láng, Láng Thượng, Đống Đa, Hà Nội 100000, Vietnam",3.0,2.0,True,"[{'open': {'day': 0, 'hour': 7, 'minute': 0}, 'close': {'day': 0, 'hour': 23, 'minute': 15}}, {'open': {'day': 1, 'hour': 7, 'minute': 0}, 'close': {'day': 1, 'hour': 23, 'minute': 15}}, {'open': {'day': 2, 'hour': 7, 'minute': 0}, 'close': {'day': 2, 'hour': 23, 'minute': 15}}, {'open': {'day': 3, 'hour': 7, 'minute': 0}, 'close': {'day': 3, 'hour': 23, 'minute': 15}}, {'open': {'day': 4, 'hour': 7, 'minute': 0}, 'close': {'day': 4, 'hour': 23, 'minute': 15}}, {'open': {'day': 5, 'hour': 7, 'minute': 0}, 'close': {'day': 5, 'hour': 23, 'minute': 15}}, {'open': {'day': 6, 'hour': 7, 'minute': 0}, 'close': {'day': 6, 'hour': 23, 'minute': 15}}]","['Monday: 7:00\u202fAM\u2009–\u200911:15\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200911:15\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200911:15\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200911:15\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200911:15\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200911:15\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u200911:15\u202fPM']",Hệ thống Nhà Thuốc Tâm Đức,vi,
23,ChIJLYzovEOrNTERx2zgrf0ga4A,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","61 Ng. 1194 Đ. Láng, Láng Thượng, Đống Đa, Hà Nội, Vietnam",,,,,,Nhà Thuốc Gia Bảo,vi,
